term,fico_range_low,loan_to_income,acc_open_past_24mths,dti,avg_cur_bal,total_bc_limit,mo_sin_rcnt_tl,mths_since_recent_inq,mort_acc,num_actv_rev_tl,loan_amnt,annual_inc,mths_since_recent_bc,mo_sin_old_rev_tl_op,home_ownership_MORTGAGE
60.0,680.0,0.29850746268656714,4.0,20.33,10116.0,35800.0,4.0,0.0,4.0,10.0,20000.0,67000.0,11.0,213.0,1
60.0,690.0,0.2849056603773585,5.0,28.44,2169.0,41000.0,5.0,5.0,0.0,8.0,15100.0,53000.0,5.0,126.0,0
36.0,715.0,0.19704433497536947,4.0,26.1,3681.0,3900.0,5.0,5.0,0.0,4.0,8000.0,40600.0,23.0,76.0,1
36.0,680.0,0.136,2.0,6.94,1150.0,14800.0,1.0,,0.0,8.0,6800.0,50000.0,1.0,110.0,1
60.0,660.0,0.49821002386634844,3.0,18.7,11094.0,5600.0,5.0,1.0,1.0,4.0,20875.0,41900.0,55.0,92.0,1
36.0,670.0,0.2074468085106383,9.0,24.16,1343.0,6600.0,4.0,4.0,2.0,13.0,9750.0,47000.0,10.0,159.0,0
60.0,700.0,0.2848857913211579,2.0,20.76,18384.0,31000.0,3.0,1.0,3.0,7.0,28000.0,98285.0,49.0,209.0,1
36.0,665.0,0.3596153846153846,5.0,19.48,472.0,2800.0,3.0,17.0,0.0,8.0,4675.0,13000.0,5.0,255.0,0
36.0,725.0,0.3775,8.0,35.31,1912.0,23100.0,8.0,14.0,0.0,5.0,7550.0,20000.0,8.0,69.0,0
36.0,675.0,0.06426735218508997,,11.75,,,,,,,7500.0,116700.0,,,0
36.0,695.0,0.1620745542949757,1.0,21.56,1040.0,13400.0,10.0,,1.0,10.0,3600.0,22212.0,10.0,156.0,0
36.0,695.0,0.2857142857142857,2.0,19.94,12042.0,29700.0,1.0,,4.0,10.0,30000.0,105000.0,20.0,152.0,1
36.0,660.0,0.0603448275862069,,21.19,,,,,,,3500.0,58000.0,,,0
36.0,690.0,0.12307692307692308,6.0,23.38,,35200.0,,0.0,6.0,,16000.0,130000.0,7.0,,1
36.0,720.0,0.175,5.0,16.14,3052.0,43800.0,3.0,14.0,1.0,6.0,10500.0,60000.0,8.0,497.0,0
60.0,680.0,0.3125,7.0,13.68,5879.0,8500.0,4.0,0.0,1.0,4.0,25000.0,80000.0,10.0,175.0,0
36.0,660.0,0.28289473684210525,0.0,13.99,1197.0,10300.0,34.0,9.0,0.0,9.0,10750.0,38000.0,60.0,231.0,0
60.0,700.0,0.20866666666666667,2.0,12.79,1739.0,48500.0,3.0,6.0,0.0,18.0,31300.0,150000.0,3.0,183.0,0
60.0,685.0,0.18181818181818182,3.0,13.92,18710.0,25100.0,16.0,18.0,2.0,5.0,10000.0,55000.0,35.0,128.0,0
36.0,670.0,0.14404761904761904,16.0,21.89,3348.0,17750.0,5.0,7.0,3.0,35.0,6050.0,42000.0,5.0,250.0,1
36.0,700.0,0.192,8.0,10.66,19867.0,59200.0,8.0,12.0,8.0,9.0,24000.0,125000.0,19.0,256.0,0
36.0,710.0,0.1111111111111111,2.0,14.12,13558.0,50100.0,8.0,4.0,5.0,8.0,8000.0,72000.0,8.0,277.0,1
36.0,685.0,0.343,3.0,12.49,4375.0,14300.0,8.0,8.0,0.0,5.0,8575.0,25000.0,8.0,122.0,0
36.0,660.0,0.24305555555555555,5.0,30.53,45389.0,22400.0,2.0,5.0,4.0,6.0,35000.0,144000.0,2.0,184.0,0
36.0,675.0,0.24423076923076922,9.0,34.27,31165.0,8000.0,4.0,4.0,4.0,2.0,22225.0,91000.0,7.0,93.0,1
60.0,745.0,0.28,7.0,22.4,2779.0,26700.0,8.0,8.0,0.0,8.0,18200.0,65000.0,12.0,121.0,0
36.0,695.0,0.3508771929824561,7.0,26.02,1197.0,13800.0,4.0,4.0,0.0,6.0,10000.0,28500.0,4.0,150.0,0
36.0,675.0,0.12413793103448276,12.0,25.21,13321.0,25300.0,3.0,1.0,2.0,16.0,18000.0,145000.0,4.0,209.0,1
36.0,660.0,0.16,6.0,19.41,3381.0,26900.0,2.0,2.0,0.0,11.0,14400.0,90000.0,8.0,165.0,0
36.0,660.0,0.04833333333333333,2.0,21.72,8706.0,2200.0,7.0,7.0,0.0,3.0,2900.0,60000.0,50.0,50.0,0
36.0,705.0,0.11666666666666667,7.0,25.02,13916.0,17600.0,5.0,5.0,2.0,3.0,7000.0,60000.0,34.0,150.0,1
60.0,695.0,0.19288079470198677,5.0,23.57,54122.0,19500.0,3.0,3.0,5.0,4.0,29125.0,151000.0,84.0,218.0,1
36.0,675.0,0.3075,3.0,26.35,812.0,4800.0,3.0,13.0,0.0,9.0,6150.0,20000.0,8.0,264.0,0
60.0,705.0,0.2459016393442623,6.0,20.54,2288.0,17900.0,4.0,1.0,0.0,10.0,18000.0,73200.0,10.0,202.0,0
36.0,660.0,0.09615384615384616,5.0,17.6,1596.0,10900.0,7.0,6.0,0.0,6.0,5000.0,52000.0,7.0,131.0,0
36.0,700.0,0.15,3.0,9.5,564.0,7700.0,8.0,8.0,0.0,10.0,6000.0,40000.0,8.0,156.0,0
60.0,660.0,0.23376623376623376,4.0,22.43,14926.0,21400.0,14.0,6.0,2.0,6.0,18000.0,77000.0,14.0,108.0,1
36.0,675.0,0.32727272727272727,5.0,14.33,18131.0,1600.0,4.0,22.0,2.0,9.0,18000.0,55000.0,23.0,153.0,1
36.0,730.0,0.3193548387096774,5.0,8.68,295.0,12200.0,7.0,7.0,0.0,6.0,4950.0,15500.0,7.0,71.0,0
36.0,720.0,0.25,2.0,0.7,11731.0,6300.0,16.0,7.0,1.0,1.0,6000.0,24000.0,28.0,198.0,1
36.0,685.0,0.03571428571428571,5.0,18.71,3420.0,2300.0,1.0,0.0,0.0,3.0,1500.0,42000.0,1.0,155.0,0
36.0,715.0,0.2857142857142857,10.0,28.3,14620.0,45000.0,2.0,15.0,3.0,4.0,40000.0,140000.0,11.0,229.0,1
36.0,660.0,0.016,1.0,14.94,41647.0,27900.0,20.0,8.0,2.0,6.0,2000.0,125000.0,49.0,168.0,1
36.0,685.0,0.15625,3.0,20.12,3395.0,8600.0,10.0,10.0,0.0,6.0,10000.0,64000.0,10.0,88.0,0
36.0,670.0,0.14328358208955225,5.0,25.6,10586.0,7500.0,9.0,0.0,0.0,1.0,9600.0,67000.0,23.0,92.0,0
36.0,680.0,0.08,3.0,8.75,7255.0,3500.0,4.0,12.0,0.0,2.0,10000.0,125000.0,41.0,145.0,0
36.0,675.0,0.05142857142857143,6.0,15.31,6793.0,13000.0,7.0,7.0,2.0,6.0,3600.0,70000.0,8.0,153.0,0
36.0,670.0,0.24822695035460993,5.0,21.15,9627.0,49064.0,5.0,10.0,3.0,6.0,35000.0,141000.0,16.0,251.0,0
36.0,660.0,0.0501479690723798,5.0,13.08,3656.0,1000.0,3.0,1.0,4.0,4.0,3850.0,76772.8,31.0,117.0,0
36.0,705.0,0.1657142857142857,4.0,20.1,1637.0,19600.0,14.0,17.0,0.0,5.0,5800.0,35000.0,14.0,73.0,0
36.0,665.0,0.14492481203007518,9.0,17.63,7699.0,10500.0,3.0,3.0,1.0,7.0,19275.0,133000.0,3.0,168.0,0
60.0,720.0,0.3657635467980296,8.0,21.46,6072.0,6500.0,7.0,20.0,0.0,4.0,29700.0,81200.0,31.0,167.0,0
36.0,660.0,0.29615384615384616,7.0,14.61,3054.0,21900.0,5.0,8.0,0.0,11.0,30800.0,104000.0,5.0,146.0,0
60.0,695.0,0.12345679012345678,1.0,13.45,3303.0,5100.0,7.0,,0.0,5.0,10000.0,81000.0,27.0,173.0,0
36.0,675.0,0.21153846153846154,3.0,16.27,4087.0,5100.0,8.0,4.0,2.0,6.0,11000.0,52000.0,8.0,201.0,0
36.0,740.0,0.3181818181818182,2.0,7.58,,32911.0,,12.0,1.0,,35000.0,110000.0,4.0,,1
36.0,665.0,0.1,4.0,7.68,3353.0,9500.0,2.0,15.0,1.0,1.0,5000.0,50000.0,2.0,146.0,0
60.0,695.0,0.24,11.0,30.63,7138.0,29300.0,8.0,1.0,1.0,5.0,12000.0,50000.0,11.0,121.0,1
60.0,690.0,0.35956731059766733,7.0,17.0,3787.0,18300.0,7.0,6.0,2.0,5.0,17850.0,49643.0,7.0,225.0,0
60.0,670.0,0.2926829268292683,4.0,25.27,20287.0,13000.0,1.0,11.0,0.0,2.0,24000.0,82000.0,67.0,167.0,0
60.0,665.0,0.35859375,3.0,21.04,4199.0,14200.0,6.0,23.0,1.0,9.0,11475.0,32000.0,17.0,107.0,1
36.0,730.0,0.11764705882352941,0.0,11.99,201171.0,0.0,69.0,1.0,4.0,2.0,20000.0,170000.0,,331.0,1
36.0,700.0,0.136986301369863,2.0,3.97,22625.0,5400.0,16.0,8.0,1.0,5.0,6000.0,43800.0,16.0,125.0,0
36.0,685.0,0.35,13.0,13.28,1223.0,39800.0,3.0,5.0,0.0,11.0,21000.0,60000.0,4.0,165.0,0
36.0,660.0,0.48532442493388905,2.0,39.6,4376.0,1500.0,4.0,2.0,0.0,4.0,8400.0,17308.01,30.0,208.0,0
36.0,755.0,0.1724137931034483,1.0,16.32,8140.0,52900.0,13.0,5.0,0.0,3.0,18000.0,104400.0,238.0,373.0,0
60.0,665.0,0.29948979591836733,8.0,27.48,4748.0,8400.0,5.0,5.0,0.0,2.0,14675.0,49000.0,5.0,178.0,1
36.0,680.0,0.17215189873417722,2.0,23.95,14379.0,23700.0,9.0,9.0,1.0,5.0,6800.0,39500.0,29.0,150.0,1
36.0,675.0,0.2,0.0,32.29,5066.0,123759.0,37.0,,5.0,22.0,21000.0,105000.0,37.0,306.0,0
60.0,670.0,0.4327330508474576,7.0,33.2,5730.0,12200.0,10.0,13.0,3.0,7.0,20425.0,47200.0,17.0,181.0,0
36.0,705.0,0.138,7.0,25.76,4629.0,4500.0,8.0,8.0,6.0,5.0,6900.0,50000.0,8.0,105.0,1
36.0,680.0,0.05,3.0,14.37,16948.0,24700.0,3.0,3.0,2.0,6.0,6000.0,120000.0,63.0,272.0,1
36.0,675.0,0.178,7.0,11.73,1485.0,3000.0,5.0,1.0,0.0,3.0,13350.0,75000.0,5.0,43.0,0
36.0,680.0,0.21875,3.0,15.96,113819.0,46000.0,17.0,4.0,4.0,2.0,35000.0,160000.0,72.0,334.0,1
36.0,665.0,0.09230769230769231,7.0,10.89,1282.0,13600.0,10.0,18.0,0.0,8.0,6000.0,65000.0,16.0,174.0,1
36.0,720.0,0.07741935483870968,4.0,16.17,30326.0,38800.0,4.0,12.0,2.0,6.0,12000.0,155000.0,7.0,207.0,1
60.0,665.0,0.35800499161245447,5.0,12.16,5044.0,1800.0,12.0,4.0,3.0,2.0,35000.0,97764.0,26.0,631.0,1
36.0,660.0,0.17454545454545456,7.0,11.17,503.0,9600.0,7.0,20.0,0.0,4.0,4800.0,27500.0,11.0,165.0,0
36.0,670.0,0.17454545454545456,8.0,28.87,2571.0,7700.0,3.0,14.0,0.0,11.0,9600.0,55000.0,3.0,278.0,0
36.0,675.0,0.1,5.0,21.14,4988.0,3600.0,0.0,0.0,0.0,5.0,6000.0,60000.0,47.0,52.0,0
60.0,740.0,0.14,3.0,14.55,31522.0,88000.0,2.0,,4.0,6.0,21000.0,150000.0,2.0,227.0,1
36.0,705.0,0.13333333333333333,6.0,12.12,61204.0,6500.0,6.0,4.0,5.0,2.0,20000.0,150000.0,7.0,133.0,1
36.0,765.0,0.2037037037037037,6.0,17.0,12652.0,68100.0,7.0,9.0,3.0,7.0,11000.0,54000.0,8.0,284.0,1
36.0,675.0,0.15555555555555556,4.0,12.82,3161.0,42600.0,7.0,18.0,0.0,7.0,14000.0,90000.0,16.0,133.0,0
36.0,695.0,0.10416666666666667,4.0,34.7,5122.0,26600.0,4.0,,3.0,6.0,5000.0,48000.0,21.0,171.0,0
36.0,675.0,0.10043103448275863,11.0,9.41,4221.0,7100.0,3.0,0.0,0.0,5.0,5825.0,58000.0,3.0,20.0,0
36.0,765.0,0.07142857142857142,3.0,5.66,51064.0,40000.0,2.0,14.0,1.0,4.0,10000.0,140000.0,2.0,164.0,1
60.0,695.0,0.3448275862068966,4.0,25.58,2440.0,23300.0,5.0,6.0,0.0,14.0,25000.0,72500.0,25.0,99.0,0
60.0,720.0,0.18181818181818182,2.0,7.88,28440.0,6500.0,2.0,8.0,2.0,2.0,10000.0,55000.0,2.0,117.0,1
36.0,665.0,0.2926829268292683,3.0,25.73,6192.0,12300.0,4.0,7.0,0.0,4.0,12000.0,41000.0,16.0,87.0,0
36.0,660.0,0.21630434782608696,3.0,3.78,30614.0,2000.0,1.0,1.0,2.0,4.0,9950.0,46000.0,82.0,153.0,1
36.0,685.0,0.017241379310344827,5.0,9.63,31530.0,24300.0,8.0,2.0,4.0,4.0,2000.0,116000.0,12.0,140.0,1
60.0,705.0,0.3333333333333333,6.0,31.94,23982.0,9200.0,9.0,8.0,5.0,2.0,20000.0,60000.0,16.0,184.0,1
36.0,645.0,0.398686679174484,,12.9,,,,,,,11050.0,27716.0,,,0
60.0,705.0,0.33783783783783783,2.0,10.14,21401.0,31000.0,9.0,1.0,1.0,2.0,25000.0,74000.0,9.0,202.0,0
36.0,685.0,0.24615384615384617,4.0,21.62,6550.0,13600.0,5.0,6.0,2.0,4.0,16000.0,65000.0,11.0,207.0,0
36.0,690.0,0.4409722222222222,2.0,12.13,9450.0,13400.0,9.0,5.0,0.0,3.0,15875.0,36000.0,58.0,197.0,0
36.0,670.0,0.16666666666666666,3.0,4.06,21638.0,3500.0,4.0,1.0,4.0,3.0,10000.0,60000.0,4.0,279.0,1
36.0,760.0,0.2777777777777778,5.0,10.61,439.0,10300.0,10.0,3.0,0.0,4.0,5000.0,18000.0,10.0,303.0,0
60.0,710.0,0.1896551724137931,5.0,28.66,16946.0,14000.0,5.0,9.0,3.0,3.0,11000.0,58000.0,5.0,151.0,1
60.0,755.0,0.28028846153846154,4.0,17.17,26512.0,34000.0,3.0,4.0,5.0,4.0,14575.0,52000.0,20.0,181.0,1
36.0,715.0,0.23148148148148148,3.0,26.42,5525.0,7100.0,16.0,8.0,2.0,7.0,10000.0,43200.0,22.0,121.0,1
36.0,670.0,0.098,8.0,10.62,23965.0,25000.0,1.0,1.0,7.0,5.0,9800.0,100000.0,15.0,217.0,1
36.0,660.0,0.25,0.0,9.87,4150.0,16000.0,41.0,,0.0,3.0,10000.0,40000.0,41.0,190.0,0
60.0,660.0,0.3125,7.0,27.1,11180.0,11600.0,3.0,13.0,1.0,5.0,15000.0,48000.0,13.0,51.0,1
36.0,680.0,0.10526315789473684,6.0,15.98,2528.0,0.0,6.0,6.0,2.0,5.0,6000.0,57000.0,89.0,232.0,1
36.0,675.0,0.22285714285714286,1.0,19.27,3528.0,7000.0,13.0,12.0,0.0,5.0,15600.0,70000.0,33.0,129.0,0
36.0,690.0,0.07228915662650602,13.0,17.57,2792.0,11500.0,2.0,2.0,2.0,11.0,6000.0,83000.0,3.0,283.0,0
36.0,750.0,0.08888888888888889,7.0,13.0,42982.0,24000.0,2.0,10.0,5.0,4.0,12000.0,135000.0,77.0,193.0,1
60.0,705.0,0.23148148148148148,3.0,22.89,11433.0,23900.0,1.0,7.0,2.0,8.0,12500.0,54000.0,87.0,179.0,0
60.0,675.0,0.37894736842105264,4.0,22.16,8300.0,34400.0,7.0,,0.0,5.0,21600.0,57000.0,18.0,40.0,0
36.0,660.0,0.20735460878017173,8.0,32.47,11187.0,7800.0,3.0,4.0,0.0,4.0,12800.0,61730.0,24.0,42.0,0
36.0,695.0,0.11428571428571428,4.0,13.97,4951.0,10000.0,3.0,16.0,0.0,3.0,8000.0,70000.0,3.0,114.0,0
36.0,660.0,0.43947963800904977,9.0,14.63,1530.0,19700.0,7.0,1.0,0.0,7.0,19425.0,44200.0,7.0,197.0,0
60.0,670.0,0.10384615384615385,3.0,10.64,8034.0,19900.0,9.0,5.0,0.0,5.0,13500.0,130000.0,9.0,147.0,0
36.0,720.0,0.21428571428571427,3.0,5.81,468.0,28600.0,12.0,2.0,0.0,2.0,18000.0,84000.0,12.0,127.0,1
36.0,670.0,0.16363636363636364,3.0,12.94,44249.0,10800.0,5.0,5.0,6.0,1.0,18000.0,110000.0,39.0,315.0,1
60.0,670.0,0.15384615384615385,5.0,30.57,21908.0,34000.0,4.0,4.0,6.0,6.0,16000.0,104000.0,17.0,133.0,1
36.0,660.0,0.16098738932116985,8.0,9.15,713.0,9300.0,2.0,16.0,0.0,6.0,6000.0,37270.0,2.0,62.0,0
36.0,760.0,0.28735632183908044,3.0,9.76,1216.0,42000.0,3.0,17.0,2.0,2.0,10000.0,34800.0,3.0,132.0,0
36.0,665.0,0.058823529411764705,4.0,11.69,29626.0,9000.0,17.0,3.0,1.0,2.0,10000.0,170000.0,22.0,230.0,1
36.0,670.0,0.3,5.0,26.44,1421.0,10300.0,4.0,13.0,0.0,10.0,9000.0,30000.0,13.0,148.0,0
36.0,700.0,0.216,3.0,20.66,7796.0,34400.0,6.0,2.0,4.0,3.0,16200.0,75000.0,103.0,175.0,0
60.0,685.0,0.3597247022519633,13.0,33.06,5847.0,26400.0,2.0,2.0,3.0,2.0,20750.0,57683.0,2.0,117.0,0
60.0,765.0,0.29333333333333333,1.0,8.74,27953.0,51500.0,12.0,7.0,4.0,4.0,22000.0,75000.0,42.0,321.0,1
60.0,705.0,0.25,5.0,8.31,12604.0,10100.0,6.0,7.0,1.0,4.0,10000.0,40000.0,7.0,181.0,0
36.0,670.0,0.30434782608695654,6.0,8.98,823.0,1600.0,2.0,0.0,0.0,2.0,7000.0,23000.0,27.0,31.0,0
60.0,715.0,0.13333333333333333,6.0,6.52,3833.0,40600.0,9.0,10.0,4.0,4.0,24000.0,180000.0,19.0,181.0,0
36.0,695.0,0.12422360248447205,6.0,24.54,,20200.0,,1.0,1.0,,10000.0,80500.0,18.0,,1
36.0,665.0,0.23076923076923078,3.0,22.21,6812.0,35800.0,0.0,0.0,2.0,10.0,15000.0,65000.0,0.0,253.0,1
60.0,665.0,0.3333333333333333,3.0,12.52,1057.0,16800.0,0.0,3.0,0.0,13.0,20000.0,60000.0,3.0,264.0,0
36.0,730.0,0.1125,4.0,10.41,3884.0,54600.0,1.0,14.0,0.0,2.0,9000.0,80000.0,1.0,161.0,0
60.0,700.0,0.17857142857142858,3.0,9.8,3475.0,44300.0,3.0,2.0,0.0,6.0,15000.0,84000.0,15.0,138.0,0
36.0,720.0,0.23809523809523808,0.0,2.43,9336.0,11600.0,130.0,14.0,0.0,1.0,20000.0,84000.0,221.0,221.0,1
36.0,700.0,0.18181818181818182,2.0,19.14,9779.0,16200.0,6.0,6.0,1.0,10.0,10000.0,55000.0,8.0,139.0,1
36.0,660.0,0.07272727272727272,5.0,7.72,,2400.0,,2.0,0.0,,4000.0,55000.0,8.0,,1
36.0,710.0,0.027777777777777776,4.0,26.36,8342.0,16900.0,4.0,4.0,1.0,7.0,2500.0,90000.0,18.0,138.0,0
36.0,760.0,0.07272727272727272,8.0,31.27,6530.0,42300.0,2.0,8.0,0.0,3.0,4000.0,55000.0,2.0,91.0,0
36.0,690.0,0.2,2.0,18.14,,2400.0,,6.0,0.0,,6400.0,32000.0,15.0,,0
36.0,665.0,0.10576923076923077,8.0,16.78,5761.0,0.0,4.0,1.0,1.0,3.0,5500.0,52000.0,101.0,171.0,1
36.0,665.0,0.0375,5.0,26.01,3067.0,1000.0,1.0,1.0,1.0,2.0,1500.0,40000.0,25.0,243.0,0
36.0,670.0,0.175,6.0,19.5,991.0,5900.0,1.0,1.0,1.0,9.0,4200.0,24000.0,1.0,211.0,0
36.0,670.0,0.20967741935483872,7.0,6.04,1061.0,18500.0,3.0,3.0,0.0,6.0,13000.0,62000.0,9.0,177.0,0
60.0,720.0,0.2953846153846154,4.0,18.06,9239.0,35200.0,4.0,4.0,3.0,8.0,19200.0,65000.0,4.0,132.0,1
36.0,695.0,0.1111111111111111,7.0,16.51,2250.0,71600.0,7.0,16.0,4.0,12.0,10000.0,90000.0,11.0,339.0,1
36.0,705.0,0.12307692307692308,8.0,6.07,579.0,13700.0,7.0,14.0,0.0,10.0,8000.0,65000.0,7.0,181.0,0
36.0,740.0,0.3194444444444444,3.0,13.24,3202.0,44000.0,2.0,1.0,0.0,3.0,23000.0,72000.0,5.0,74.0,0
36.0,685.0,0.16,2.0,19.8,2633.0,300.0,5.0,18.0,0.0,3.0,8000.0,50000.0,52.0,103.0,0
36.0,720.0,0.10666666666666667,,18.85,,,,,,,8000.0,75000.0,,,0
36.0,690.0,0.1388888888888889,2.0,12.8,7114.0,9900.0,14.0,21.0,0.0,3.0,10000.0,72000.0,14.0,105.0,1
36.0,660.0,0.115,5.0,6.05,19542.0,4600.0,0.0,0.0,5.0,4.0,9200.0,80000.0,22.0,245.0,1
36.0,720.0,0.16666666666666666,0.0,26.8,8545.0,6000.0,26.0,9.0,2.0,4.0,10000.0,60000.0,112.0,124.0,1
60.0,670.0,0.41959798994974873,1.0,23.13,3025.0,15600.0,18.0,0.0,0.0,7.0,16700.0,39800.0,28.0,62.0,0
36.0,715.0,0.256,6.0,22.64,5716.0,9000.0,9.0,5.0,0.0,6.0,12800.0,50000.0,12.0,172.0,0
60.0,700.0,0.3,3.0,23.26,17172.0,20300.0,20.0,1.0,4.0,14.0,30000.0,100000.0,69.0,117.0,0
36.0,695.0,0.15503875968992248,5.0,26.76,14735.0,5800.0,14.0,14.0,4.0,7.0,20000.0,129000.0,14.0,513.0,1
36.0,665.0,0.28125,11.0,19.77,1556.0,10800.0,4.0,2.0,0.0,7.0,10125.0,36000.0,4.0,75.0,0
36.0,670.0,0.14285714285714285,2.0,26.31,6668.0,5800.0,3.0,20.0,0.0,3.0,6000.0,42000.0,34.0,171.0,0
36.0,680.0,0.36585365853658536,2.0,17.62,3606.0,15000.0,8.0,8.0,0.0,4.0,15000.0,41000.0,21.0,143.0,0
36.0,660.0,0.25,6.0,21.54,12049.0,42600.0,10.0,0.0,3.0,17.0,35000.0,140000.0,10.0,245.0,1
36.0,685.0,0.16666666666666666,,15.71,,,,,,,5500.0,33000.0,,,0
36.0,780.0,0.38095238095238093,1.0,1.81,1450.0,23300.0,2.0,3.0,0.0,3.0,24000.0,63000.0,33.0,149.0,1
36.0,690.0,0.08888888888888889,11.0,17.19,6214.0,8300.0,3.0,0.0,0.0,7.0,8000.0,90000.0,3.0,161.0,0
36.0,680.0,0.10869565217391304,1.0,10.44,6051.0,8800.0,8.0,7.0,2.0,10.0,5000.0,46000.0,38.0,133.0,1
36.0,680.0,0.140625,3.0,8.29,12308.0,3400.0,6.0,16.0,1.0,5.0,4500.0,32000.0,9.0,76.0,1
36.0,670.0,0.2742857142857143,3.0,11.76,1543.0,5700.0,13.0,13.0,0.0,5.0,9600.0,35000.0,13.0,112.0,0
60.0,705.0,0.39565217391304347,3.0,12.13,27870.0,17100.0,7.0,0.0,1.0,3.0,18200.0,46000.0,7.0,91.0,0
36.0,740.0,0.5,0.0,5.51,,12300.0,,22.0,0.0,,16000.0,32000.0,38.0,,0
36.0,665.0,0.09090909090909091,4.0,27.07,3814.0,16500.0,1.0,15.0,5.0,4.0,8000.0,88000.0,33.0,371.0,0
36.0,670.0,0.1590909090909091,2.0,29.21,11816.0,1500.0,6.0,8.0,4.0,3.0,7000.0,44000.0,133.0,133.0,0
60.0,665.0,0.1,2.0,5.66,39822.0,11900.0,15.0,14.0,6.0,5.0,12000.0,120000.0,15.0,198.0,1
36.0,660.0,0.14166666666666666,7.0,18.05,3051.0,3100.0,7.0,5.0,0.0,5.0,6375.0,45000.0,7.0,111.0,0
60.0,710.0,0.28525244841684894,1.0,4.93,,15200.0,,11.0,0.0,,18000.0,63102.0,86.0,,0
60.0,705.0,0.4151898734177215,16.0,28.57,8673.0,48500.0,5.0,12.0,2.0,8.0,32800.0,79000.0,9.0,122.0,1
36.0,680.0,0.175,3.0,15.83,16558.0,65500.0,4.0,4.0,4.0,12.0,21000.0,120000.0,43.0,271.0,1
36.0,660.0,0.275,5.0,25.92,18636.0,19000.0,7.0,1.0,3.0,7.0,11000.0,40000.0,7.0,143.0,1
36.0,735.0,0.16363636363636364,3.0,3.78,5121.0,500.0,11.0,10.0,0.0,2.0,2700.0,16500.0,15.0,28.0,0
36.0,690.0,0.1076923076923077,7.0,20.73,10460.0,13800.0,3.0,15.0,1.0,5.0,7000.0,65000.0,3.0,80.0,1
36.0,745.0,0.23142857142857143,3.0,21.93,26251.0,61883.0,3.0,3.0,3.0,5.0,16200.0,70000.0,19.0,295.0,1
36.0,690.0,0.20689655172413793,4.0,11.24,957.0,14900.0,2.0,2.0,0.0,5.0,12000.0,58000.0,2.0,51.0,0
36.0,705.0,0.2625,1.0,21.0,10704.0,32500.0,16.0,18.0,2.0,4.0,21000.0,80000.0,60.0,172.0,0
36.0,710.0,0.4,6.0,15.78,16228.0,134600.0,10.0,1.0,3.0,8.0,34000.0,85000.0,14.0,251.0,1
36.0,710.0,0.21052631578947367,3.0,2.91,1722.0,21200.0,5.0,23.0,0.0,2.0,16000.0,76000.0,5.0,151.0,1
36.0,690.0,0.3181818181818182,2.0,24.23,26875.0,19200.0,4.0,5.0,6.0,11.0,35000.0,110000.0,26.0,271.0,1
60.0,700.0,0.29411764705882354,2.0,6.44,53098.0,32500.0,1.0,15.0,4.0,4.0,25000.0,85000.0,1.0,117.0,1
36.0,695.0,0.24589357725976196,2.0,23.69,1410.0,18000.0,4.0,4.0,0.0,9.0,10000.0,40668.0,4.0,114.0,0
36.0,735.0,0.45946890286512926,5.0,32.07,1848.0,78000.0,1.0,15.0,0.0,12.0,13150.0,28620.0,1.0,438.0,0
36.0,675.0,0.12466553150085137,4.0,10.08,2401.0,25600.0,3.0,12.0,1.0,8.0,20500.0,164440.0,15.0,360.0,0
36.0,690.0,0.3709677419354839,7.0,35.19,17818.0,41200.0,4.0,0.0,4.0,8.0,23000.0,62000.0,28.0,197.0,1
36.0,715.0,0.20754716981132076,6.0,17.69,4712.0,14800.0,9.0,14.0,3.0,4.0,11000.0,53000.0,9.0,98.0,1
36.0,665.0,0.18028846153846154,5.0,6.12,22082.0,6200.0,7.0,7.0,6.0,2.0,7500.0,41600.0,18.0,167.0,1
36.0,680.0,0.23863636363636365,3.0,20.2,6706.0,38800.0,17.0,17.0,0.0,5.0,21000.0,88000.0,17.0,255.0,0
36.0,665.0,0.1413427561837456,14.0,20.37,2274.0,6800.0,7.0,7.0,2.0,8.0,12000.0,84900.0,14.0,325.0,0
60.0,665.0,0.18666666666666668,8.0,33.71,57733.0,5900.0,0.0,0.0,2.0,2.0,14000.0,75000.0,0.0,190.0,1
36.0,720.0,0.07954545454545454,0.0,6.22,1025.0,22700.0,31.0,1.0,0.0,1.0,7000.0,88000.0,31.0,176.0,0
36.0,675.0,0.156794425087108,0.0,21.47,10287.0,8800.0,47.0,,0.0,3.0,9000.0,57400.0,66.0,163.0,0
36.0,715.0,0.26666666666666666,6.0,16.48,1135.0,29600.0,4.0,4.0,0.0,5.0,8000.0,30000.0,4.0,113.0,0
36.0,670.0,0.16810344827586207,3.0,38.38,21038.0,50900.0,14.0,7.0,1.0,7.0,9750.0,58000.0,28.0,295.0,1
36.0,725.0,0.2835604929051531,7.0,14.79,806.0,13700.0,2.0,2.0,0.0,2.0,6075.0,21424.0,2.0,64.0,0
36.0,700.0,0.21428571428571427,3.0,20.17,11579.0,8100.0,10.0,12.0,1.0,5.0,9000.0,42000.0,10.0,103.0,1
60.0,665.0,0.40548368410890134,6.0,17.38,4799.0,8500.0,7.0,15.0,0.0,3.0,21000.0,51790.0,51.0,208.0,0
60.0,760.0,0.28,3.0,27.3,6765.0,74100.0,12.0,5.0,0.0,4.0,28000.0,100000.0,12.0,201.0,1
